idx,success,timestep,world_x_mean,world_x_std,world_y_mean,world_y_std,world_z_mean,world_z_std,rot_x_mean,rot_x_std,rot_y_mean,rot_y_std,rot_z_mean,rot_z_std,open_gripper_mean,open_gripper_std
73,0,73,0.003955377947981335,0.007596414263537663,0.0026289454905045937,0.0074388248308568964,-0.002389022673440516,0.011530204913841829,0.01419777546330423,0.02421975118427144,-0.009498794632163202,0.032433103261352854,0.012631995198912888,0.030381468189147557,0.7717120779519223,0.2155327076479687
74,0,74,0.003478255127795251,0.007534222167751637,0.0026370593419916735,0.006984935914243836,-0.0034632315962344327,0.010803909772006319,0.010632304465540922,0.02491188503951856,-0.005976244044321557,0.026802931865676557,0.012717656302956203,0.026662120370193693,0.7698893600046796,0.20972555425323963
75,0,75,0.0038231460612356016,0.00831782812850114,0.0028682849968210845,0.007534531461939569,-0.003500634847385934,0.012499472428293655,0.011754656943601423,0.025656778782287275,-0.0064500197556868494,0.03279731179978271,0.013052673128921126,0.029748998013132865,0.7822436976223667,0.22116023611737798
76,0,76,0.003068245587525024,0.008239232378331126,0.0029076643818070564,0.007209852147315554,-0.0033033174048516883,0.01251366850956788,0.011039503831487734,0.02459736691068056,-0.006338289950593371,0.03500813386819918,0.011989510554229553,0.03030853210144041,0.7610999139417818,0.2303392722088776
77,0,77,0.0029978895490604157,0.007905197932298047,0.0033191940748729114,0.007111429659469346,-0.003723802461647482,0.012555904993567308,0.011239558690079485,0.026588434318897042,-0.005795692278597891,0.03153707115882313,0.010070991863134504,0.03005041121468426,0.7620025540182404,0.22296714508206533
78,0,78,0.0037937473775118665,0.00640625978504755,0.0034511628735723987,0.006661692598517255,-0.003436878503668675,0.012383273941027102,0.01399379237885034,0.025877302497429703,-0.0084032607157902,0.03369448570730982,0.010223463137610096,0.024987467223930825,0.7545016742741633,0.2251564679042914
79,0,79,0.0038411776146191796,0.006763119433495956,0.0028448148372405124,0.006973507251916568,-0.0022907940406950863,0.011789291783692882,0.013838687519430471,0.02320573960926221,-0.009220860161496527,0.0317443847497493,0.010482572901160907,0.025093797781013494,0.7299667783823928,0.24046838300442364
80,1,0,0.009162934121738475,0.006668514678197687,0.021528621937844026,0.013754580282045441,-0.0051869680353516965,0.006625550618090441,0.016838338432363913,0.044986238795493794,0.006884936000554799,0.016228666950616123,0.039658958143744455,0.10471847395101934,0.985283525497239,0.024225570600246212
81,1,1,0.009271014969365355,0.00534357964057891,0.022683664779458643,0.015178966096047176,-0.0058747699394007214,0.005611039728372994,0.013923122444405005,0.04898485507250068,0.00830073474806387,0.018561447372002018,0.03125364094106958,0.10008375292152955,0.9876408872217791,0.02472830634784051
82,1,2,0.011578763564947832,0.0061032622649049234,0.026115694398143274,0.015645757834763734,-0.00844852174116591,0.005463214167031021,0.030833821221648787,0.05551232678023928,0.00982780606055316,0.019864905282310434,0.01939515506257661,0.12309002844929276,0.988330257747988,0.028029244473622393
83,1,3,0.011996653249587277,0.006094327466121305,0.023660755543070337,0.015932993676171178,-0.00981733361014332,0.006640225490177466,0.021217993383701797,0.061025080334048874,0.0058740735056031,0.019572331299338885,0.04143250061734598,0.14575191268794632,0.9908976034430013,0.02729177332168906
84,1,4,0.012560679908679167,0.0068212086286935075,0.02263362471081424,0.01698157374130379,-0.012321252081049188,0.00831020383737521,0.026198879038043417,0.05889065681461686,0.009040114395529366,0.020332509041306096,0.044486610024550594,0.1605121988881293,0.9943878065189171,0.02268506865097786
85,1,5,0.012775397767068054,0.007543454104056584,0.019301997406590277,0.015541002481985292,-0.013730649235344922,0.009312012416611134,0.04201669216767932,0.062253438200652676,0.014441393935382784,0.02129938055469757,0.02392595088394209,0.1615933478127884,0.9945580991160704,0.01998892935682951
86,1,6,0.014934986850768417,0.007666625537588202,0.020649320285559113,0.01979993062504459,-0.015747560761295833,0.0098317799882626,0.04879216398688582,0.06603655393143269,0.01690527798171015,0.024138507436300662,0.033989257073312615,0.1898989608434208,0.9933985178944805,0.019921847692017665
87,1,7,0.016985201232380814,0.00829491137776269,0.02115187398661361,0.019615412994555048,-0.017141121545648324,0.00987835383895057,0.061552188028581444,0.06580069981437565,0.01702476258754196,0.02824424495842589,0.0022942679032885048,0.18440785932543258,0.9925284245602775,0.02272021341973016
88,1,8,0.017987852909263427,0.00854719313846504,0.022319351376160437,0.023489595977801262,-0.01845327658745168,0.00996202942648536,0.05989742727711415,0.0680138011217138,0.0192036550770251,0.031094262283538017,0.008290509774471082,0.19308337199020675,0.9886492671707969,0.033409409001680636
89,1,9,0.018145211118471942,0.007905729564197442,0.024683518130794908,0.02502654267420714,-0.01889010427489829,0.00954644876857215,0.06668757386305608,0.06469006827680521,0.022765139958803325,0.03510683028470842,0.007231715823173334,0.1908496549057668,0.983674865575939,0.04696234849241459
90,1,10,0.01895984468751405,0.009782892980665935,0.024703320034153504,0.022261969040398902,-0.0193851867735756,0.00928756167273145,0.07026450107014404,0.059574225323603965,0.026115667192390012,0.038089018420698714,-0.010905598288305694,0.1856684033752733,0.9702943669166739,0.08796037827715461
91,1,11,0.01832148659902323,0.011795830902235073,0.025992947943767577,0.02475077096801359,-0.019403269673728993,0.009817260261966552,0.07387690732500349,0.06154911490337825,0.027206632455598966,0.041940572867299776,-0.022956561263069886,0.18455978071209508,0.953831626114607,0.13240619970291892
92,1,12,0.01738083429201745,0.012520345625642653,0.02610563563662417,0.023076871769954693,-0.01690703671286778,0.010859513846279194,0.06997672606940167,0.05560446960013803,0.02543487329999036,0.03922614288582594,-0.027561657757263068,0.1587334985087659,0.9212853654158072,0.22500513200723912
93,1,13,0.01835243394265163,0.014247796750254612,0.027310768396228712,0.02164997182104705,-0.017333194176705244,0.013411403928945704,0.07198406645159525,0.06020507164243488,0.029021421055095302,0.04686284574503491,-0.04515613294932803,0.15259519659018442,0.9214223873488553,0.2087783524187203
94,1,14,0.019207902031373052,0.014588747314936045,0.027588057312054725,0.019756645400280753,-0.01794498997371799,0.011777373390053391,0.07347798560396768,0.05687516933208198,0.0324890586432668,0.045468529687212954,-0.057012519031538825,0.14020531815688514,0.9121529489027601,0.21050895227195876
95,1,15,0.018602333106719948,0.015851866954892713,0.02806089024658342,0.02181798661957536,-0.01859260089094721,0.008821777133908398,0.06868683144059151,0.057254072695229044,0.03493509500747165,0.04491897762531312,-0.053207709854936974,0.1317397988891226,0.8813612724662256,0.2383316732513436
96,1,16,0.017181163715188935,0.015401083583686088,0.026552946485093206,0.022174161003148424,-0.017231071009196176,0.008523382912844036,0.062377729197778994,0.055659415296696074,0.02931525066188232,0.045316025215741115,-0.031006262443966894,0.11136280182659704,0.8526086995709595,0.25710028501754595
97,1,17,0.015383940923400074,0.0144298638317547,0.02479815056832218,0.02267696985380034,-0.0121606000251277,0.010829242762089271,0.06374160247087741,0.045133785212234226,0.0272242817232342,0.04788980462378763,-0.023798411784202753,0.12106055823158855,0.8060277274450829,0.3080075585320239
98,1,18,0.014286972407426218,0.015102348303221649,0.024240551261490252,0.025720183305291817,-0.007892365925885643,0.01574239293724418,0.06102444299637006,0.047721015730197915,0.01647123183608458,0.050086265536631036,-0.019469407713896568,0.1147015785796418,0.7755653276906465,0.35150730505452615
